행정구역,2023년01월_계_총인구수,2023년01월_계_연령구간인구수,2023년01월_계_0~9세,2023년01월_계_10~19세,2023년01월_계_20~29세,2023년01월_계_30~39세,2023년01월_계_40~49세,2023년01월_계_50~59세,2023년01월_계_60~69세,2023년01월_계_70~79세,2023년01월_계_80~89세,2023년01월_계_90~99세,2023년01월_계_100세 이상,2023년01월_남_총인구수,2023년01월_남_연령구간인구수,2023년01월_남_0~9세,2023년01월_남_10~19세,2023년01월_남_20~29세,2023년01월_남_30~39세,2023년01월_남_40~49세,2023년01월_남_50~59세,2023년01월_남_60~69세,2023년01월_남_70~79세,2023년01월_남_80~89세,2023년01월_남_90~99세,2023년01월_남_100세 이상,2023년01월_여_총인구수,2023년01월_여_연령구간인구수,2023년01월_여_0~9세,2023년01월_여_10~19세,2023년01월_여_20~29세,2023년01월_여_30~39세,2023년01월_여_40~49세,2023년01월_여_50~59세,2023년01월_여_60~69세,2023년01월_여_70~79세,2023년01월_여_80~89세,2023년01월_여_90~99세,2023년01월_여_100세 이상
서울특별시 중랑구 중화제2동(1126061000),"24,438","24,438",940,"1,040","3,452","3,662","3,153","4,500","4,388","2,160","1,046",97,0,"12,547","12,547",518,559,"1,695","1,934","1,716","2,378","2,283","1,002",436,26,0,"11,891","11,891",422,481,"1,757","1,728","1,437","2,122","2,105","1,158",610,71,0
서울특별시 중랑구 묵제1동(1126062000),"34,081","34,081","1,884","2,999","4,866","4,549","5,358","5,547","4,881","2,678","1,184",131,4,"16,260","16,260",935,"1,543","2,231","2,250","2,646","2,648","2,253","1,228",499,27,0,"17,821","17,821",949,"1,456","2,635","2,299","2,712","2,899","2,628","1,450",685,104,4
서울특별시 중랑구 묵제2동(1126063000),"18,360","18,360",834,"1,094","2,502","2,718","2,710","3,110","3,016","1,611",697,65,3,"9,001","9,001",429,583,"1,216","1,399","1,374","1,542","1,407",735,296,19,1,"9,359","9,359",405,511,"1,286","1,319","1,336","1,568","1,609",876,401,46,2
서울특별시 중랑구 망우본동(1126065500),"35,567","35,567","2,438","2,099","4,659","5,803","4,867","5,624","5,784","2,841","1,269",177,6,"17,595","17,595","1,248","1,020","2,182","2,954","2,602","2,826","2,918","1,326",474,44,1,"17,972","17,972","1,190","1,079","2,477","2,849","2,265","2,798","2,866","1,515",795,133,5
서울특별시 중랑구 망우제3동(1126066000),"15,927","15,927",611,936,"2,103","1,936","2,040","3,124","2,919","1,524",623,109,2,"8,021","8,021",322,430,"1,071","1,045","1,067","1,584","1,503",711,262,26,0,"7,906","7,906",289,506,"1,032",891,973,"1,540","1,416",813,361,83,2
서울특별시 중랑구 신내1동(1126068000),"38,099","38,099","2,499","3,873","4,426","4,581","5,810","6,186","6,066","3,021","1,417",212,8,"18,398","18,398","1,253","1,973","2,270","2,261","2,848","2,928","2,865","1,428",530,42,0,"19,701","19,701","1,246","1,900","2,156","2,320","2,962","3,258","3,201","1,593",887,170,8
서울특별시 중랑구 신내2동(1126069000),"19,995","19,995","1,081","1,582","2,179","2,731","2,938","3,359","3,387","1,777",838,116,7,"9,500","9,500",544,811,"1,090","1,360","1,473","1,561","1,539",794,295,31,2,"10,495","10,495",537,771,"1,089","1,371","1,465","1,798","1,848",983,543,85,5
서울특별시 성북구 (1129000000),"429,967","429,967","25,703","36,034","65,326","57,365","65,772","70,346","57,553","32,977","16,750","2,092",49,"206,716","206,716","13,147","18,299","31,075","28,695","32,196","34,788","26,987","14,350","6,624",546,9,"223,251","223,251","12,556","17,735","34,251","28,670","33,576","35,558","30,566","18,627","10,126","1,546",40
서울특별시 성북구 성북동(1129052500),"16,254","16,254",680,"1,109","2,664","2,520","2,322","2,700","2,136","1,228",761,128,6,"7,573","7,573",340,566,"1,221","1,220","1,082","1,273","1,010",514,308,37,2,"8,681","8,681",340,543,"1,443","1,300","1,240","1,427","1,126",714,453,91,4
서울특별시 성북구 삼선동(1129055500),"22,409","22,409",888,"1,725","4,155","3,146","3,164","3,751","2,809","1,686",973,108,4,"10,671","10,671",458,871,"1,860","1,560","1,552","1,896","1,363",710,367,33,1,"11,738","11,738",430,854,"2,295","1,586","1,612","1,855","1,446",976,606,75,3
서울특별시 성북구 동선동(1129057500),"15,005","15,005",442,887,"4,552","2,449","1,809","1,886","1,431",962,521,64,2,"6,255","6,255",208,372,"1,419","1,177",854,939,644,427,199,16,0,"8,750","8,750",234,515,"3,133","1,272",955,947,787,535,322,48,2
서울특별시 성북구 돈암제1동(1129058000),"14,399","14,399",712,"1,163","1,849","1,892","1,913","2,610","2,265","1,274",652,68,1,"6,720","6,720",358,569,861,914,894,"1,277","1,024",571,235,17,0,"7,679","7,679",354,594,988,978,"1,019","1,333","1,241",703,417,51,1
서울특별시 성북구 돈암제2동(1129059000),"23,564","23,564","1,757","2,664","2,759","2,792","4,049","4,229","2,896","1,482",801,134,1,"11,148","11,148",886,"1,299","1,367","1,342","1,857","2,049","1,354",646,315,33,0,"12,416","12,416",871,"1,365","1,392","1,450","2,192","2,180","1,542",836,486,101,1
서울특별시 성북구 안암동(1129060000),"14,974","14,974",391,756,"5,465","2,026","1,486","1,931","1,446",898,507,65,3,"7,556","7,556",204,417,"2,835","1,115",757,945,697,391,176,18,1,"7,418","7,418",187,339,"2,630",911,729,986,749,507,331,47,2
서울특별시 성북구 보문동(1129061000),"16,295","16,295","1,020","1,005","2,690","2,735","2,400","2,667","2,065","1,116",529,67,1,"7,796","7,796",515,474,"1,251","1,392","1,191","1,303",974,474,208,14,0,"8,499","8,499",505,531,"1,439","1,343","1,209","1,364","1,091",642,321,53,1
서울특별시 성북구 정릉제1동(1129062000),"17,969","17,969","1,264","1,686","2,227","2,397","3,005","2,870","2,343","1,369",725,82,1,"8,583","8,583",655,847,"1,097","1,175","1,452","1,378","1,092",583,277,27,0,"9,386","9,386",609,839,"1,130","1,222","1,553","1,492","1,251",786,448,55,1
서울특별시 성북구 정릉제2동(1129063000),"22,693","22,693","1,281","1,708","3,056","3,017","3,308","3,832","3,406","1,992",978,115,0,"10,985","10,985",654,904,"1,538","1,517","1,664","1,836","1,569",896,376,31,0,"11,708","11,708",627,804,"1,518","1,500","1,644","1,996","1,837","1,096",602,84,0
서울특별시 성북구 정릉제3동(1129064000),"15,055","15,055",475,915,"3,264","1,829","1,674","2,278","2,284","1,443",784,107,2,"7,471","7,471",253,483,"1,803","1,046",843,"1,115",996,629,281,22,0,"7,584","7,584",222,432,"1,461",783,831,"1,163","1,288",814,503,85,2
서울특별시 성북구 정릉제4동(1129065000),"24,410","24,410","1,329","2,008","3,152","2,920","3,782","4,229","3,666","2,122","1,057",142,3,"11,697","11,697",696,"1,040","1,586","1,452","1,836","2,044","1,655",930,420,38,0,"12,713","12,713",633,968,"1,566","1,468","1,946","2,185","2,011","1,192",637,104,3
서울특별시 성북구 길음제1동(1129066000),"34,805","34,805","3,128","4,965","3,354","3,811","7,370","5,542","3,412","2,103",988,128,4,"16,484","16,484","1,615","2,427","1,600","1,715","3,463","2,847","1,527",863,404,23,0,"18,321","18,321","1,513","2,538","1,754","2,096","3,907","2,695","1,885","1,240",584,105,4
서울특별시 성북구 길음제2동(1129068500),"21,604","21,604","2,042","2,034","2,532","2,935","3,877","3,571","2,607","1,341",582,81,2,"10,391","10,391","1,045","1,084","1,195","1,382","1,859","1,766","1,206",621,214,19,0,"11,213","11,213",997,950,"1,337","1,553","2,018","1,805","1,401",720,368,62,2
서울특별시 성북구 종암동(1129070500),"38,103","38,103","2,254","3,468","5,528","4,734","5,976","6,298","5,074","2,864","1,654",244,9,"18,845","18,845","1,157","1,894","2,906","2,465","2,900","3,136","2,468","1,202",648,66,3,"19,258","19,258","1,097","1,574","2,622","2,269","3,076","3,162","2,606","1,662","1,006",178,6
서울특별시 성북구 월곡제1동(1129071500),"25,951","25,951","1,696","2,518","2,862","3,333","4,292","4,315","3,659","2,166",998,112,0,"12,513","12,513",849,"1,251","1,349","1,639","2,119","2,177","1,742",926,428,33,0,"13,438","13,438",847,"1,267","1,513","1,694","2,173","2,138","1,917","1,240",570,79,0
서울특별시 성북구 월곡제2동(1129072500),"19,154","19,154",889,"1,413","3,486","2,624","2,573","2,963","2,718","1,579",814,94,1,"9,193","9,193",463,733,"1,446","1,376","1,281","1,510","1,313",705,344,22,0,"9,961","9,961",426,680,"2,040","1,248","1,292","1,453","1,405",874,470,72,1
서울특별시 성북구 장위제1동(1129076000),"23,837","23,837","1,584","1,841","3,162","3,248","3,623","4,151","3,545","1,760",828,92,3,"11,610","11,610",788,928,"1,570","1,693","1,842","2,000","1,681",777,304,27,0,"12,227","12,227",796,913,"1,592","1,555","1,781","2,151","1,864",983,524,65,3
서울특별시 성북구 장위제2동(1129077000),"13,384","13,384",527,799,"1,811","1,815","1,744","2,326","2,252","1,374",663,71,2,"6,586","6,586",281,408,897,932,941,"1,192","1,033",612,274,16,0,"6,798","6,798",246,391,914,883,803,"1,134","1,219",762,389,55,2
서울특별시 성북구 장위제3동(1129078000),"15,720","15,720","1,603","1,316","1,951","2,390","2,660","2,476","1,976",912,395,40,1,"7,680","7,680",824,648,941,"1,116","1,358","1,247",938,424,173,11,0,"8,040","8,040",779,668,"1,010","1,274","1,302","1,229","1,038",488,222,29,1
서울특별시 성북구 석관동(1129081000),"34,382","34,382","1,741","2,054","4,807","4,752","4,745","5,721","5,563","3,306","1,540",150,3,"16,959","16,959",898,"1,084","2,333","2,467","2,451","2,858","2,701","1,449",673,43,2,"17,423","17,423",843,970,"2,474","2,285","2,294","2,863","2,862","1,857",867,107,1
서울특별시 강북구 (1130500000),"293,313","293,313","12,701","19,948","39,664","35,801","42,012","50,780","47,456","29,374","14,045","1,489",43,"142,435","142,435","6,510","10,155","19,276","18,775","21,616","25,115","22,303","12,606","5,660",407,12,"150,878","150,878","6,191","9,793","20,388","17,026","20,396","25,665","25,153","16,768","8,385","1,082",31
서울특별시 강북구 삼양동(1130553400),"22,869","22,869","1,067","1,709","2,892","2,677","3,240","4,163","3,795","2,206","1,008",111,1,"11,399","11,399",561,902,"1,546","1,407","1,654","2,084","1,799","1,012",404,30,0,"11,470","11,470",506,807,"1,346","1,270","1,586","2,079","1,996","1,194",604,81,1
서울특별시 강북구 미아동(1130553500),"21,109","21,109",628,"1,226","3,600","2,724","2,771","3,554","3,494","1,999","1,014",98,1,"10,138","10,138",324,662,"1,537","1,458","1,426","1,736","1,694",874,397,30,0,"10,971","10,971",304,564,"2,063","1,266","1,345","1,818","1,800","1,125",617,68,1
서울특별시 강북구 송중동(1130554500),"29,263","29,263","1,393","1,887","3,975","3,887","4,290","5,052","4,696","2,744","1,219",119,1,"14,077","14,077",695,915,"1,920","1,975","2,188","2,417","2,201","1,199",530,36,1,"15,186","15,186",698,972,"2,055","1,912","2,102","2,635","2,495","1,545",689,83,0
서울특별시 강북구 송천동(1130555500),"25,539","25,539",856,"1,400","3,231","3,017","3,389","4,738","4,706","2,777","1,300",119,6,"12,645","12,645",426,700,"1,629","1,619","1,785","2,401","2,327","1,215",506,35,2,"12,894","12,894",430,700,"1,602","1,398","1,604","2,337","2,379","1,562",794,84,4
서울특별시 강북구 삼각산동(1130557500),"30,809","30,809","2,430","3,869","3,232","3,311","5,911","5,344","3,584","2,044",973,107,4,"14,773","14,773","1,260","1,956","1,607","1,552","2,815","2,693","1,636",886,346,20,2,"16,036","16,036","1,170","1,913","1,625","1,759","3,096","2,651","1,948","1,158",627,87,2
서울특별시 강북구 번1동(1130559500),"18,125","18,125",566,933,"3,019","2,631","2,674","3,004","2,723","1,732",768,71,4,"9,126","9,126",306,465,"1,463","1,417","1,465","1,573","1,316",766,338,16,1,"8,999","8,999",260,468,"1,556","1,214","1,209","1,431","1,407",966,430,55,3
서울특별시 강북구 번2동(1130560300),"15,292","15,292",514,917,"2,001","1,606","2,080","2,588","2,706","1,932",861,84,3,"7,381","7,381",266,491,"1,036",866,"1,080","1,282","1,266",756,319,19,0,"7,911","7,911",248,426,965,740,"1,000","1,306","1,440","1,176",542,65,3
서울특별시 강북구 번3동(1130560800),"16,358","16,358",729,"1,144","1,726","1,532","2,263","2,768","2,666","2,383","1,037",106,4,"7,650","7,650",362,571,905,797,"1,125","1,373","1,210",844,440,22,1,"8,708","8,708",367,573,821,735,"1,138","1,395","1,456","1,539",597,84,3
서울특별시 강북구 수유1동(1130561500),"20,251","20,251",791,"1,241","2,965","2,675","2,736","3,383","3,380","2,006",961,108,5,"9,945","9,945",400,626,"1,414","1,443","1,498","1,651","1,602",886,383,41,1,"10,306","10,306",391,615,"1,551","1,232","1,238","1,732","1,778","1,120",578,67,4
서울특별시 강북구 수유2동(1130562500),"20,889","20,889",904,"1,298","2,747","2,410","2,853","3,566","3,598","2,181","1,188",141,3,"9,938","9,938",460,674,"1,298","1,289","1,465","1,697","1,639",914,461,40,1,"10,951","10,951",444,624,"1,449","1,121","1,388","1,869","1,959","1,267",727,101,2
서울특별시 강북구 수유3동(1130563500),"22,940","22,940",647,"1,021","4,181","3,360","3,020","3,907","3,575","2,107","1,019",99,4,"11,344","11,344",343,512,"1,960","1,815","1,634","1,994","1,688",940,424,34,0,"11,596","11,596",304,509,"2,221","1,545","1,386","1,913","1,887","1,167",595,65,4
서울특별시 강북구 우이동(1130564500),"20,185","20,185",892,"1,302","2,426","2,479","2,759","3,552","3,372","2,105","1,157",139,2,"9,712","9,712",453,671,"1,152","1,315","1,426","1,720","1,540",922,474,39,0,"10,473","10,473",439,631,"1,274","1,164","1,333","1,832","1,832","1,183",683,100,2
서울특별시 강북구 인수동(1130566000),"29,684","29,684","1,284","2,001","3,669","3,492","4,026","5,161","5,161","3,158","1,540",187,5,"14,307","14,307",654,"1,010","1,809","1,822","2,055","2,494","2,385","1,392",638,45,3,"15,377","15,377",630,991,"1,860","1,670","1,971","2,667","2,776","1,766",902,142,2
서울특별시 도봉구 (1132000000),"311,260","311,260","15,434","23,431","39,152","38,171","44,226","54,735","52,247","28,171","13,860","1,790",43,"151,168","151,168","8,011","12,107","19,605","19,613","22,012","26,276","24,572","12,951","5,543",468,10,"160,092","160,092","7,423","11,324","19,547","18,558","22,214","28,459","27,675","15,220","8,317","1,322",33
서울특별시 도봉구 창제1동(1132051100),"24,330","24,330","1,262","2,000","3,035","3,194","3,723","4,262","3,658","1,998","1,057",137,4,"11,589","11,589",642,"1,026","1,490","1,617","1,809","2,013","1,664",879,414,33,2,"12,741","12,741",620,974,"1,545","1,577","1,914","2,249","1,994","1,119",643,104,2
